user_id,route_id,distance_km_user,elevation_meters_user,surface_type_user,average_pace_min_per_km,rating,start_date,distance_km_route,elevation_meters_route,surface_type_route,difficulty_score,grade_percent,grade_flat,grade_rolling,grade_hilly,grade_steep,is_likely_loop,is_likely_out_back,traffic_stress,geo_cluster,hour_of_day,is_morning,is_afternoon,is_evening,is_night,day_of_week,is_weekend,is_weekday
ywolf,R062,7.22,186,Road,4.49,1,2025-01-03 01:47:59.619375,7.22,186,Road,3.3,2.5761772853149916,0,1,0,0,0,1,0.03649635036496351,2,1,0,0,0,1,4,0,1
jenniferlarsen,R055,16.18,67,Trail,3.93,4,2025-01-03 12:47:48.454635,16.18,67,Trail,3.91,0.41409147095153637,1,0,0,0,1,0,0.017462165308498253,1,12,0,1,0,0,4,0,1
jenkinsdanielle,R083,18.99,0,Road,4.94,2,2025-01-03 15:00:01.892425,18.99,0,Road,3.48,0.0,1,0,0,0,1,0,0.015007503751875938,0,15,0,1,0,0,4,0,1
ewhitehead,R007,15.62,82,Road,4.94,2,2025-01-03 19:18:47.811656,15.62,82,Road,3.94,0.524967989756386,1,0,0,0,1,0,0.01805054151624549,1,19,0,0,1,0,4,0,1
taylordavid,R099,14.17,0,Road,4.67,5,2025-01-03 19:25:20.699292,14.17,0,Road,2.29,0.0,1,0,0,0,1,0,0.019775873434410018,0,19,0,0,1,0,4,0,1
jenkinsdanielle,R001,12.94,229,Road,5.35,3,2025-01-03 20:44:45.938283,12.94,229,Road,4.87,1.769706336938354,1,0,0,0,1,0,0.02152080344332855,4,20,0,0,1,0,4,0,1
jmendoza,R047,11.92,133,Trail,3.65,5,2025-01-04 02:43:31.309951,11.92,133,Trail,3.71,1.1157718120796007,1,0,0,0,1,0,0.02321981424148607,2,2,0,0,0,1,5,1,0
scott22,R064,17.69,231,Road,5.82,1,2025-01-04 05:12:32.111968,17.69,231,Road,5.85,1.305822498586034,1,0,0,0,1,0,0.016051364365971106,6,5,1,0,0,0,5,1,0
margaretsmith,R095,15.12,182,Road,4.03,5,2025-01-04 13:39:59.961477,15.12,182,Road,4.84,1.2037037037029075,1,0,0,0,1,0,0.01861042183622829,4,13,0,1,0,0,5,1,0
alison99,R060,17.54,0,Road,4.74,1,2025-01-04 16:04:01.058734,17.54,0,Road,3.32,0.0,1,0,0,0,1,0,0.016181229773462782,0,16,0,1,0,0,5,1,0
shermananne,R066,13.16,141,Road,4.68,2,2025-01-04 20:41:16.551368,13.16,141,Road,4.05,1.0714285714277572,1,0,0,0,1,0,0.0211864406779661,2,20,0,0,1,0,5,1,0
jenkinsdanielle,R035,11.65,67,Road,4.46,2,2025-01-05 11:47:23.810964,11.65,67,Road,3.0,0.5751072961368454,1,0,0,0,1,0,0.023715415019762844,1,11,1,0,0,0,6,1,0
debrasimmons,R095,15.12,182,Road,3.66,4,2025-01-05 18:12:28.945175,15.12,182,Road,4.84,1.2037037037029075,1,0,0,0,1,0,0.01861042183622829,4,18,0,0,1,0,6,1,0
alison99,R039,1.0,47,Road,3.3,1,2025-01-05 21:50:43.890998,1.0,47,Road,-0.09,4.699999999953,0,1,0,0,0,1,0.15,0,21,0,0,1,0,6,1,0
ywolf,R037,3.91,192,Mixed,4.6,1,2025-01-06 18:41:12.696161,3.91,192,Mixed,2.7,4.910485933491278,0,1,0,0,0,1,0.06109979633401221,1,18,0,0,1,0,0,0,1
donaldlee,R072,7.57,0,Road,4.66,1,2025-01-07 01:19:26.268059,7.57,0,Road,1.12,0.0,1,0,0,0,0,1,0.03500583430571762,0,1,0,0,0,1,1,0,1
evelyn74,R087,24.2,158,Road,3.59,1,2025-01-07 04:07:11.782825,24.2,158,Road,6.42,0.6528925619832012,1,0,0,0,1,0,0.011904761904761904,5,4,0,0,0,1,1,0,1
donaldlee,R003,13.8,216,Road,4.75,3,2025-01-07 06:18:29.437928,13.8,216,Road,4.92,1.5652173913032135,1,0,0,0,1,0,0.020270270270270268,4,6,1,0,0,0,1,0,1
john09,R072,7.57,0,Road,4.2,1,2025-01-07 09:13:16.886467,7.57,0,Road,1.12,0.0,1,0,0,0,0,1,0.03500583430571762,0,9,1,0,0,0,1,0,1
mcdanielstephanie,R055,16.18,67,Trail,4.19,3,2025-01-07 09:23:47.852413,16.18,67,Trail,3.91,0.41409147095153637,1,0,0,0,1,0,0.017462165308498253,1,9,1,0,0,0,1,0,1
zunigaheidi,R002,15.43,218,Road,5.22,2,2025-01-07 13:40:29.956611,15.43,218,Road,5.27,1.4128321451708277,1,0,0,0,1,0,0.01825928180158247,5,13,0,1,0,0,1,0,1
taylordavid,R047,11.92,133,Trail,4.22,4,2025-01-07 20:50:04.102626,11.92,133,Trail,3.71,1.1157718120796007,1,0,0,0,1,0,0.02321981424148607,2,20,0,0,1,0,1,0,1
pvargas,R093,15.33,97,Trail,4.5,1,2025-01-08 04:21:06.707981,15.33,97,Trail,4.04,0.6327462491841925,1,0,0,0,1,0,0.01837109614206981,2,4,0,0,0,1,2,0,1
mcdanielstephanie,R065,11.51,120,Trail,3.96,3,2025-01-08 09:00:31.704072,11.51,120,Trail,3.51,1.0425716768018745,1,0,0,0,1,0,0.023980815347721823,2,9,1,0,0,0,2,0,1
pleon,R077,8.23,0,Trail,4.04,3,2025-01-08 23:04:15.743264,8.23,0,Trail,1.36,0.0,1,0,0,0,1,0,0.032502708559046585,0,23,0,0,0,1,2,0,1
chernandez,R023,1.0,113,Trail,4.77,1,2025-01-09 02:20:43.397207,1.0,113,Trail,1.24,11.299999999887,0,0,0,1,0,1,0.15,0,2,0,0,0,1,3,0,1
michael74,R094,11.45,17,Trail,4.23,3,2025-01-09 05:34:13.158535,11.45,17,Trail,2.46,0.14847161572039433,1,0,0,0,1,0,0.024096385542168672,0,5,1,0,0,0,3,0,1
adamseric,R051,17.09,156,Road,4.82,1,2025-01-09 07:13:27.392786,17.09,156,Road,4.98,0.9128145114096473,1,0,0,0,1,0,0.016583747927031506,4,7,1,0,0,0,3,0,1
xtaylor,R016,9.76,121,Road,4.91,4,2025-01-09 10:09:57.996652,9.76,121,Road,3.16,1.2397540983593853,1,0,0,0,1,0,0.02788104089219331,1,10,1,0,0,0,3,0,1
donaldlee,R028,19.33,205,Track,3.78,3,2025-01-09 13:24:40.370584,19.33,205,Track,5.92,1.060527677185173,1,0,0,0,1,0,0.014756517461878997,6,13,0,1,0,0,3,0,1
margaretsmith,R069,8.51,58,Road,4.75,1,2025-01-09 17:18:04.182733,8.51,58,Road,2.28,0.6815511163329241,1,0,0,0,1,0,0.031545741324921134,0,17,0,0,1,0,3,0,1
scott22,R073,10.2,66,Road,4.47,2,2025-01-09 19:09:10.823733,10.2,66,Road,2.7,0.6470588235287774,1,0,0,0,1,0,0.026785714285714284,1,19,0,0,1,0,3,0,1
shermananne,R062,7.22,186,Road,4.1,1,2025-01-10 05:46:16.723044,7.22,186,Road,3.3,2.5761772853149916,0,1,0,0,0,1,0.03649635036496351,2,5,1,0,0,0,4,0,1
shermananne,R018,10.64,190,Trail,4.38,1,2025-01-10 06:06:05.957046,10.64,190,Trail,4.03,1.7857142857126074,1,0,0,0,1,0,0.02577319587628866,3,6,1,0,0,0,4,0,1
treynolds,R017,17.65,115,Road,4.33,1,2025-01-10 08:18:44.322920,17.65,115,Road,4.68,0.6515580736540217,1,0,0,0,1,0,0.0160857908847185,3,8,1,0,0,0,4,0,1
mark36,R086,11.81,168,Road,5.1,1,2025-01-10 14:27:05.962875,11.81,168,Road,4.04,1.4225232853501923,1,0,0,0,1,0,0.0234192037470726,3,14,0,1,0,0,4,0,1
nmay,R006,5.49,88,Trail,4.45,1,2025-01-10 15:47:29.463984,5.49,88,Trail,1.98,1.6029143897967162,1,0,0,0,0,1,0.046224961479198766,0,15,0,1,0,0,4,0,1
jenniferlarsen,R072,7.57,0,Road,3.42,1,2025-01-10 16:01:27.050474,7.57,0,Road,1.12,0.0,1,0,0,0,0,1,0.03500583430571762,0,16,0,1,0,0,4,0,1
treynolds,R042,13.7,139,Road,4.68,4,2025-01-10 22:18:05.220444,13.7,139,Road,4.13,1.0145985401452446,1,0,0,0,1,0,0.020408163265306124,2,22,0,0,0,1,4,0,1
ellen57,R084,7.5,175,Trail,5.04,3,2025-01-11 09:33:10.297102,7.5,175,Trail,3.25,2.333333333330222,0,1,0,0,0,1,0.03529411764705882,2,9,1,0,0,0,5,1,0
morgan42,R048,1.36,14,Trail,4.16,1,2025-01-12 01:34:30.078093,1.36,14,Trail,0.41,1.0294117646983132,1,0,0,0,0,1,0.12711864406779658,0,1,0,0,0,1,6,1,0
sabrina71,R065,11.51,120,Trail,3.58,1,2025-01-12 02:37:28.381356,11.51,120,Trail,3.51,1.0425716768018745,1,0,0,0,1,0,0.023980815347721823,2,2,0,0,0,1,6,1,0
morgan42,R056,15.53,0,Trail,4.85,1,2025-01-12 10:24:41.580899,15.53,0,Trail,2.7,0.0,1,0,0,0,1,0,0.018148820326678763,0,10,1,0,0,0,6,1,0
beth11,R045,5.3,84,Trail,4.51,1,2025-01-12 10:32:23.669296,5.3,84,Trail,1.9,1.584905660374368,1,0,0,0,0,1,0.047619047619047616,0,10,1,0,0,0,6,1,0
debrasimmons,R015,17.31,0,Trail,4.93,5,2025-01-13 01:17:08.859206,17.31,0,Trail,2.86,0.0,1,0,0,0,1,0,0.016384489350081924,0,1,0,0,0,1,0,0,1
tamarabaker,R074,11.06,224,Road,5.82,1,2025-01-13 09:17:33.360231,11.06,224,Road,4.45,2.0253164556943712,0,1,0,0,1,0,0.02487562189054726,3,9,1,0,0,0,0,0,1
adamseric,R058,14.42,38,Trail,5.16,1,2025-01-13 12:11:24.933499,14.42,38,Trail,3.26,0.26352288488192543,1,0,0,0,1,0,0.019455252918287938,0,12,0,1,0,0,0,0,1
jenniferlarsen,R014,29.98,72,Trail,5.46,1,2025-01-13 16:04:44.471135,29.98,72,Trail,6.72,0.2401601067377451,1,0,0,0,1,0,0.009683666881859265,3,16,0,1,0,0,0,0,1
mark36,R082,11.49,0,Trail,4.24,1,2025-01-13 16:10:53.899210,11.49,0,Trail,1.49,0.0,1,0,0,0,1,0,0.02401921537229784,0,16,0,1,0,0,0,0,1
sabrina71,R062,7.22,186,Road,3.81,1,2025-01-13 16:57:28.497188,7.22,186,Road,3.3,2.5761772853149916,0,1,0,0,0,1,0.03649635036496351,2,16,0,1,0,0,0,0,1
pvargas,R017,17.65,115,Road,4.64,1,2025-01-13 18:01:17.551980,17.65,115,Road,4.68,0.6515580736540217,1,0,0,0,1,0,0.0160857908847185,3,18,0,0,1,0,0,0,1
beth11,R063,10.82,199,Trail,4.9,1,2025-01-14 19:55:22.303059,10.82,199,Trail,4.15,1.8391866913106847,1,0,0,0,1,0,0.025380710659898477,3,19,0,0,1,0,1,0,1
gregoryramirez,R005,2.05,214,Trail,4.74,1,2025-01-14 20:36:39.367980,2.05,214,Trail,2.55,10.43902439019298,0,0,0,1,0,1,0.09836065573770493,0,20,0,0,1,0,1,0,1
pleon,R008,17.81,106,Trail,4.3,1,2025-01-14 21:40:23.849152,17.81,106,Trail,4.62,0.5951712521052245,1,0,0,0,1,0,0.015948963317384372,2,21,0,0,1,0,1,0,1
festrada,R047,11.92,133,Trail,4.38,5,2025-01-15 08:00:46.627136,11.92,133,Trail,3.71,1.1157718120796007,1,0,0,0,1,0,0.02321981424148607,2,8,1,0,0,0,2,0,1
john09,R025,26.19,249,Road,5.29,1,2025-01-15 11:30:13.677368,26.19,249,Road,7.73,0.9507445589916187,1,0,0,0,1,0,0.011033468186833394,9,11,1,0,0,0,2,0,1
angela41,R099,14.17,0,Road,4.59,1,2025-01-15 12:12:51.999904,14.17,0,Road,2.29,0.0,1,0,0,0,1,0,0.019775873434410018,0,12,0,1,0,0,2,0,1
zunigaheidi,R012,13.62,121,Road,3.48,3,2025-01-16 08:00:36.171691,13.62,121,Road,3.94,0.8883994126278352,1,0,0,0,1,0,0.02051983584131327,2,8,1,0,0,0,3,0,1
xtaylor,R062,7.22,186,Road,3.72,4,2025-01-16 14:05:39.204066,7.22,186,Road,3.3,2.5761772853149916,0,1,0,0,0,1,0.03649635036496351,2,14,0,1,0,0,3,0,1
velezjames,R013,6.28,220,Road,5.2,4,2025-01-16 14:20:51.744154,6.28,220,Road,3.45,3.503184713370218,0,1,0,0,0,1,0.0412087912087912,2,14,0,1,0,0,3,0,1
pleon,R064,17.69,231,Road,5.58,1,2025-01-16 15:47:38.647761,17.69,231,Road,5.85,1.305822498586034,1,0,0,0,1,0,0.016051364365971106,6,15,0,1,0,0,3,0,1
davisheather,R056,15.53,0,Trail,4.13,3,2025-01-16 16:12:35.272816,15.53,0,Trail,2.7,0.0,1,0,0,0,1,0,0.018148820326678763,0,16,0,1,0,0,3,0,1
festrada,R021,17.3,62,Road,3.85,1,2025-01-16 19:41:58.601407,17.3,62,Road,4.08,0.35838150288996623,1,0,0,0,1,0,0.016393442622950817,1,19,0,0,1,0,3,0,1
mcdanielstephanie,R036,11.21,161,Road,4.14,3,2025-01-17 00:55:05.275395,11.21,161,Road,3.85,1.4362176627997891,1,0,0,0,1,0,0.02457002457002457,2,0,0,0,0,1,4,0,1
festrada,R079,11.29,250,Road,4.74,5,2025-01-17 06:11:41.746351,11.29,250,Road,4.75,2.214348981397507,0,1,0,0,1,0,0.024410089503661515,4,6,1,0,0,0,4,0,1
nathan74,R027,6.8,93,Mixed,4.69,1,2025-01-17 07:44:29.788065,6.8,93,Mixed,2.29,1.3676470588215182,1,0,0,0,0,1,0.038461538461538464,0,7,1,0,0,0,4,0,1
sara71,R074,11.06,224,Road,5.97,2,2025-01-17 09:47:59.229209,11.06,224,Road,4.45,2.0253164556943712,0,1,0,0,1,0,0.02487562189054726,3,9,1,0,0,0,4,0,1
davisheather,R007,15.62,82,Road,4.73,3,2025-01-17 12:05:46.911592,15.62,82,Road,3.94,0.524967989756386,1,0,0,0,1,0,0.01805054151624549,1,12,0,1,0,0,4,0,1
tamarabaker,R003,13.8,216,Road,4.93,2,2025-01-17 17:19:18.749324,13.8,216,Road,4.92,1.5652173913032135,1,0,0,0,1,0,0.020270270270270268,4,17,0,0,1,0,4,0,1
davisheather,R005,2.05,214,Trail,5.47,1,2025-01-17 18:54:11.673925,2.05,214,Trail,2.55,10.43902439019298,0,0,0,1,0,1,0.09836065573770493,0,18,0,0,1,0,4,0,1
pleon,R006,5.49,88,Trail,3.57,5,2025-01-17 23:13:08.674430,5.49,88,Trail,1.98,1.6029143897967162,1,0,0,0,0,1,0.046224961479198766,0,23,0,0,0,1,4,0,1
alison99,R066,13.16,141,Road,4.39,3,2025-01-18 08:37:51.029224,13.16,141,Road,4.05,1.0714285714277572,1,0,0,0,1,0,0.0211864406779661,2,8,1,0,0,0,5,1,0
shermananne,R075,9.4,145,Road,4.92,1,2025-01-18 10:39:47.108653,9.4,145,Road,3.33,1.5425531914877206,1,0,0,0,1,0,0.02884615384615384,2,10,1,0,0,0,5,1,0
morgan42,R095,15.12,182,Road,4.59,1,2025-01-18 20:06:44.356875,15.12,182,Road,4.84,1.2037037037029075,1,0,0,0,1,0,0.01861042183622829,4,20,0,0,1,0,5,1,0
pleon,R044,6.81,59,Road,5.28,4,2025-01-18 22:51:00.491993,6.81,59,Road,1.96,0.8663729809091537,1,0,0,0,0,1,0.03841229193341869,0,22,0,0,0,1,5,1,0
xtaylor,R035,11.65,67,Road,4.19,3,2025-01-19 18:58:00.085534,11.65,67,Road,3.0,0.5751072961368454,1,0,0,0,1,0,0.023715415019762844,1,18,0,0,1,0,6,1,0
hermandavid,R093,15.33,97,Trail,3.95,4,2025-01-19 21:23:42.564281,15.33,97,Trail,4.04,0.6327462491841925,1,0,0,0,1,0,0.01837109614206981,2,21,0,0,1,0,6,1,0
beth11,R053,8.94,128,Road,4.78,1,2025-01-19 21:26:48.948119,8.94,128,Road,3.07,1.4317673378060047,1,0,0,0,1,0,0.030181086519114688,1,21,0,0,1,0,6,1,0
pedro57,R065,11.51,120,Trail,4.4,1,2025-01-19 23:03:10.622142,11.51,120,Trail,3.51,1.0425716768018745,1,0,0,0,1,0,0.023980815347721823,2,23,0,0,0,1,6,1,0
john09,R003,13.8,216,Road,5.22,4,2025-01-20 01:54:39.632493,13.8,216,Road,4.92,1.5652173913032135,1,0,0,0,1,0,0.020270270270270268,4,1,0,0,0,1,0,0,1
pamelacollins,R018,10.64,190,Trail,4.35,4,2025-01-20 02:01:14.462006,10.64,190,Trail,4.03,1.7857142857126074,1,0,0,0,1,0,0.02577319587628866,3,2,0,0,0,1,0,0,1
debrasimmons,R052,7.86,294,Mixed,5.42,1,2025-01-20 02:07:56.098526,7.86,294,Mixed,4.52,3.740458015262417,0,1,0,0,0,1,0.033860045146726865,3,2,0,0,0,1,0,0,1
xtaylor,R056,15.53,0,Trail,4.05,1,2025-01-20 05:03:10.907160,15.53,0,Trail,2.7,0.0,1,0,0,0,1,0,0.018148820326678763,0,5,1,0,0,0,0,0,1
gregoryramirez,R040,8.04,97,Mixed,3.7,1,2025-01-20 18:33:55.020275,8.04,97,Mixed,2.58,1.2064676616900418,1,0,0,0,1,0,0.033185840707964605,1,18,0,0,1,0,0,0,1
sara71,R089,22.45,266,Trail,5.06,1,2025-01-20 19:35:25.731878,22.45,266,Trail,7.15,1.1848552338524787,1,0,0,0,1,0,0.01279317697228145,9,19,0,0,1,0,0,0,1
festrada,R010,21.86,0,Road,5.06,1,2025-01-20 22:39:09.049262,21.86,0,Road,4.33,0.0,1,0,0,0,1,0,0.013123359580052495,0,22,0,0,0,1,0,0,1
jorge98,R075,9.4,145,Road,4.65,1,2025-01-21 01:36:31.833680,9.4,145,Road,3.33,1.5425531914877206,1,0,0,0,1,0,0.02884615384615384,2,1,0,0,0,1,1,0,1
ellen57,R099,14.17,0,Road,4.73,1,2025-01-21 06:42:34.982115,14.17,0,Road,2.29,0.0,1,0,0,0,1,0,0.019775873434410018,0,6,1,0,0,0,1,0,1
treynolds,R068,16.71,0,Road,4.56,2,2025-01-21 06:57:21.464269,16.71,0,Road,3.27,0.0,1,0,0,0,1,0,0.01693958215697346,0,6,1,0,0,0,1,0,1
treynolds,R036,11.21,161,Road,4.23,4,2025-01-21 13:23:23.453660,11.21,161,Road,3.85,1.4362176627997891,1,0,0,0,1,0,0.02457002457002457,2,13,0,1,0,0,1,0,1
brittany25,R073,10.2,66,Road,3.92,1,2025-01-21 19:17:55.417705,10.2,66,Road,2.7,0.6470588235287774,1,0,0,0,1,0,0.026785714285714284,1,19,0,0,1,0,1,0,1
pamelacollins,R029,10.6,0,Road,4.47,4,2025-01-22 01:16:24.437704,10.6,0,Road,1.88,0.0,1,0,0,0,1,0,0.02586206896551724,0,1,0,0,0,1,2,0,1
john09,R094,11.45,17,Trail,3.55,4,2025-01-22 04:22:12.231428,11.45,17,Trail,2.46,0.14847161572039433,1,0,0,0,1,0,0.024096385542168672,0,4,0,0,0,1,2,0,1
pedro57,R082,11.49,0,Trail,4.01,1,2025-01-22 05:21:05.854845,11.49,0,Trail,1.49,0.0,1,0,0,0,1,0,0.02401921537229784,0,5,1,0,0,0,2,0,1
shermananne,R036,11.21,161,Road,3.61,1,2025-01-22 09:26:18.555093,11.21,161,Road,3.85,1.4362176627997891,1,0,0,0,1,0,0.02457002457002457,2,9,1,0,0,0,2,0,1
vthompson,R032,8.33,94,Track,4.07,2,2025-01-22 09:57:31.107558,8.33,94,Track,2.61,1.128451380550866,1,0,0,0,1,0,0.03215434083601286,1,9,1,0,0,0,2,0,1
nmay,R034,15.13,0,Road,4.91,4,2025-01-22 10:49:57.734602,15.13,0,Road,2.49,0.0,1,0,0,0,1,0,0.01859888406695598,0,10,1,0,0,0,2,0,1
nathan74,R078,12.57,66,Road,4.53,1,2025-01-22 12:22:25.310303,12.57,66,Road,3.18,0.525059665870704,1,0,0,0,1,0,0.02210759027266028,1,12,0,1,0,0,2,0,1
debrasimmons,R004,18.91,171,Trail,4.08,3,2025-01-22 13:48:40.399991,18.91,171,Trail,5.5,0.9042834479106799,1,0,0,0,1,0,0.015067805123053741,4,13,0,1,0,0,2,0,1
danalopez,R017,17.65,115,Road,5.48,1,2025-01-22 22:41:47.271435,17.65,115,Road,4.68,0.6515580736540217,1,0,0,0,1,0,0.0160857908847185,3,22,0,0,0,1,2,0,1
nathan74,R009,11.05,87,Trail,4.42,1,2025-01-23 00:51:08.217869,11.05,87,Trail,3.08,0.7873303167413689,1,0,0,0,1,0,0.024896265560165973,1,0,0,0,0,1,3,0,1
velezjames,R081,6.69,121,Road,4.96,4,2025-01-23 06:32:29.128824,6.69,121,Road,2.55,1.808669656200585,1,0,0,0,0,1,0.03901170351105331,1,6,1,0,0,0,3,0,1
jenniferlarsen,R085,7.16,126,Mixed,4.02,1,2025-01-23 07:15:33.401462,7.16,126,Mixed,2.69,1.7597765363103912,1,0,0,0,0,1,0.036764705882352935,1,7,1,0,0,0,3,0,1
william19,R060,17.54,0,Road,3.69,1,2025-01-23 11:59:53.593590,17.54,0,Road,3.32,0.0,1,0,0,0,1,0,0.016181229773462782,0,11,1,0,0,0,3,0,1
nmay,R092,18.44,148,Road,4.33,3,2025-01-23 12:19:08.108183,18.44,148,Road,5.16,0.8026030368759205,1,0,0,0,1,0,0.015432098765432096,4,12,0,1,0,0,3,0,1
pamelacollins,R014,29.98,72,Trail,4.42,1,2025-01-23 13:02:02.488501,29.98,72,Trail,6.72,0.2401601067377451,1,0,0,0,1,0,0.009683666881859265,3,13,0,1,0,0,3,0,1
treynolds,R009,11.05,87,Trail,3.68,4,2025-01-23 15:43:39.083107,11.05,87,Trail,3.08,0.7873303167413689,1,0,0,0,1,0,0.024896265560165973,1,15,0,1,0,0,3,0,1
debrasimmons,R017,17.65,115,Road,4.49,4,2025-01-24 09:25:00.882542,17.65,115,Road,4.68,0.6515580736540217,1,0,0,0,1,0,0.0160857908847185,3,9,1,0,0,0,4,0,1
jenniferlarsen,R019,8.45,124,Road,5.18,1,2025-01-24 10:23:42.493301,8.45,124,Road,2.93,1.4674556213000383,1,0,0,0,1,0,0.031746031746031744,1,10,1,0,0,0,4,0,1
taylordavid,R049,1.0,124,Road,5.47,1,2025-01-24 11:03:28.069739,1.0,124,Road,1.37,12.399999999876,0,0,0,1,0,1,0.15,0,11,1,0,0,0,4,0,1
tina57,R003,13.8,216,Road,5.0,1,2025-01-24 13:06:38.264920,13.8,216,Road,4.92,1.5652173913032135,1,0,0,0,1,0,0.020270270270270268,4,13,0,1,0,0,4,0,1
brittany25,R067,12.97,93,Trail,4.04,1,2025-01-24 14:01:58.648414,12.97,93,Trail,3.52,0.7170393215106268,1,0,0,0,1,0,0.02147458840372226,1,14,0,1,0,0,4,0,1
evelyn74,R052,7.86,294,Mixed,4.71,2,2025-01-24 14:38:41.253437,7.86,294,Mixed,4.52,3.740458015262417,0,1,0,0,0,1,0.033860045146726865,3,14,0,1,0,0,4,0,1
sara71,R043,5.11,182,Road,4.61,1,2025-01-24 17:22:07.682568,5.11,182,Road,2.84,3.561643835609468,0,1,0,0,0,1,0.049099836333878884,1,17,0,0,1,0,4,0,1
morgan42,R022,15.08,98,Road,4.55,1,2025-01-24 18:42:07.683747,15.08,98,Road,4.0,0.6498673740048742,1,0,0,0,1,0,0.01865671641791045,2,18,0,0,1,0,4,0,1
tina57,R065,11.51,120,Trail,4.23,1,2025-01-24 20:40:07.330033,11.51,120,Trail,3.51,1.0425716768018745,1,0,0,0,1,0,0.023980815347721823,2,20,0,0,1,0,4,0,1
ellen57,R020,15.14,113,Road,4.74,1,2025-01-25 08:05:42.857542,15.14,113,Road,4.16,0.7463672391012243,1,0,0,0,1,0,0.018587360594795536,2,8,1,0,0,0,5,1,0
festrada,R074,11.06,224,Road,4.89,5,2025-01-25 13:33:13.361187,11.06,224,Road,4.45,2.0253164556943712,0,1,0,0,1,0,0.02487562189054726,3,13,0,1,0,0,5,1,0
shermananne,R052,7.86,294,Mixed,5.05,1,2025-01-25 16:30:14.625043,7.86,294,Mixed,4.52,3.740458015262417,0,1,0,0,0,1,0.033860045146726865,3,16,0,1,0,0,5,1,0
morgan42,R001,12.94,229,Road,4.96,1,2025-01-25 20:02:29.051995,12.94,229,Road,4.87,1.769706336938354,1,0,0,0,1,0,0.02152080344332855,4,20,0,0,1,0,5,1,0
taylordavid,R096,17.2,62,Mixed,4.62,2,2025-01-25 22:43:30.315847,17.2,62,Mixed,4.06,0.3604651162788602,1,0,0,0,1,0,0.016483516483516484,1,22,0,0,0,1,5,1,0
nmay,R011,8.76,171,Road,4.82,1,2025-01-25 23:45:18.325013,8.76,171,Road,3.46,1.9520547945183195,1,0,0,0,1,0,0.030737704918032786,2,23,0,0,0,1,5,1,0
davisheather,R064,17.69,231,Road,4.81,4,2025-01-26 00:32:26.251679,17.69,231,Road,5.85,1.305822498586034,1,0,0,0,1,0,0.016051364365971106,6,0,0,0,0,1,6,1,0
xtaylor,R043,5.11,182,Road,3.56,2,2025-01-26 00:50:17.569999,5.11,182,Road,2.84,3.561643835609468,0,1,0,0,0,1,0.049099836333878884,1,0,0,0,0,1,6,1,0
tina57,R071,1.0,79,Trail,5.09,1,2025-01-26 09:17:26.622408,1.0,79,Trail,0.7,7.8999999999209995,0,0,1,0,0,1,0.15,0,9,1,0,0,0,6,1,0
treynolds,R093,15.33,97,Trail,4.24,3,2025-01-26 10:27:59.362866,15.33,97,Trail,4.04,0.6327462491841925,1,0,0,0,1,0,0.01837109614206981,2,10,1,0,0,0,6,1,0
alison99,R075,9.4,145,Road,4.58,4,2025-01-27 06:42:25.603014,9.4,145,Road,3.33,1.5425531914877206,1,0,0,0,1,0,0.02884615384615384,2,6,1,0,0,0,0,0,1
evelyn74,R002,15.43,218,Road,5.32,2,2025-01-27 09:33:01.519454,15.43,218,Road,5.27,1.4128321451708277,1,0,0,0,1,0,0.01825928180158247,5,9,1,0,0,0,0,0,1
shermananne,R088,14.69,97,Track,4.21,3,2025-01-27 14:36:28.648208,14.69,97,Track,3.91,0.6603131381887948,1,0,0,0,1,0,0.019120458891013385,2,14,0,1,0,0,0,0,1
tina57,R048,1.36,14,Trail,4.23,1,2025-01-27 18:29:21.121382,1.36,14,Trail,0.41,1.0294117646983132,1,0,0,0,0,1,0.12711864406779658,0,18,0,0,1,0,0,0,1
jmendoza,R030,9.8,107,Road,4.88,3,2025-01-27 20:24:14.289903,9.8,107,Road,3.03,1.0918367346927633,1,0,0,0,1,0,0.027777777777777776,1,20,0,0,1,0,0,0,1
nmay,R009,11.05,87,Trail,4.14,1,2025-01-27 21:49:47.966536,11.05,87,Trail,3.08,0.7873303167413689,1,0,0,0,1,0,0.024896265560165973,1,21,0,0,1,0,0,0,1
pamelacollins,R092,18.44,148,Road,5.43,1,2025-01-27 22:32:53.019778,18.44,148,Road,5.16,0.8026030368759205,1,0,0,0,1,0,0.015432098765432096,4,22,0,0,0,1,0,0,1
pleon,R099,14.17,0,Road,4.94,1,2025-01-28 01:16:59.004116,14.17,0,Road,2.29,0.0,1,0,0,0,1,0,0.019775873434410018,0,1,0,0,0,1,1,0,1
shermananne,R013,6.28,220,Road,5.01,1,2025-01-28 11:03:08.776870,6.28,220,Road,3.45,3.503184713370218,0,1,0,0,0,1,0.0412087912087912,2,11,1,0,0,0,1,0,1
davisheather,R039,1.0,47,Road,4.29,1,2025-01-28 12:26:08.224999,1.0,47,Road,-0.09,4.699999999953,0,1,0,0,0,1,0.15,0,12,0,1,0,0,1,0,1
davisheather,R046,5.37,206,Road,5.98,1,2025-01-28 19:13:23.454412,5.37,206,Road,3.13,3.8361266294155754,0,1,0,0,0,1,0.04709576138147566,1,19,0,0,1,0,1,0,1
